AC No,Year,Rank,Candidate,Party,Alliance,Votes,Valid Votes,Electors,Voteshare,Margin
158,2010,5,KEDAR NATH YADAV,BSP,,4757,122251,243019,3.8912,-37337
158,2010,6,SHAILENDRA KUMAR GHOSH,IND,,4280,122251,243019,3.5010,-37814
158,2010,7,USHA KUMARI,JPS,,2403,122251,243019,1.9656,-39691
158,2010,8,SHITAL MANDAL,IND,,1969,122251,243019,1.6106,-40125
158,2010,9,UTAM KUMAR,IND,,1518,122251,243019,1.2417,-40576
158,2010,10,MUMTAZ,ANC,,954,122251,243019,0.7804,-41140
158,2010,11,ANIL MANDAL,IND,,892,122251,243019,0.7296,-41202
158,2010,12,RABIRAN SINGH,IND,,846,122251,243019,0.6920,-41248
158,2010,13,MURLIDHAR SINGH,IND,,766,122251,243019,0.6266,-41328
158,2010,14,JITENDRA PRASAD YADAV,SP,,594,122251,243019,0.4859,-41500
158,2010,15,SRI NIWAS KUMAR,SHS,,450,122251,243019,0.3681,-41644
159,2010,1,JANARDAN MANJHI,JD(U),,47300,115992,233495,40.7787,18007
159,2010,2,SURENDRA PRASAD SINGH,RJD,,29293,115992,233495,25.2543,-18007
159,2010,3,RAKESH KUMAR SINGH,INC,,9583,115992,233495,8.2618,-37717
159,2010,4,ANIL KUMAR SINGH,LTSD,,7898,115992,233495,6.8091,-39402
159,2010,5,BABY DEVI,JVM,,5160,115992,233495,4.4486,-42140
159,2010,6,MANOJ AJAD,NCP,,3776,115992,233495,3.2554,-43524
159,2010,7,SYED ALAMDAR HUSSAIN,IND,,3667,115992,233495,3.1614,-43633
159,2010,8,VINOD KUMAR,LSSP,,3049,115992,233495,2.6286,-44251
159,2010,9,KEDAR PRASAD SINGH,SJP(R),,1785,115992,233495,1.5389,-45515
159,2010,10,RAMESH KUMAR CHOUDHARY,JD(S),,1143,115992,233495,0.9854,-46157
159,2010,11,JAWAHARLAL PASWAN,IND,,1033,115992,233495,0.8906,-46267
159,2010,12,SURESH PASWAN,IND,,920,115992,233495,0.7932,-46380
159,2010,13,AMIT KUMAR JHA,IJP,,840,115992,233495,0.7242,-46460
159,2010,14,PANKAJ KUMAR,SP,,545,115992,233495,0.4699,-46755
160,2010,1,MANISH KUMAR,JD(U),,40261,112758,226035,35.7057,8342
160,2010,2,NARESH DAS,RJD,,31919,112758,226035,28.3075,-8342
160,2010,3,MUNI LAL PASWAN,CPI,,25265,112758,226035,22.4064,-14996
160,2010,4,MANDARESHWAR KUMAR MANTU,INC,,4894,112758,226035,4.3403,-35367
160,2010,5,CHANDRA BHANU PASWAN,NCP,,3203,112758,226035,2.8406,-37058
160,2010,6,SITA RAM DAS,IND,,2459,112758,226035,2.1808,-37802
160,2010,7,PREMLATADEVI,BSP,,2263,112758,226035,2.0070,-37998
160,2010,8,DEVENDRA DAS,IJP,,1435,112758,226035,1.2726,-38826
160,2010,9,SUGANDHA DEVI,SP,,1059,112758,226035,0.9392,-39202
161,2010,1,JAVED IQBAL ANSARI,RJD,,29047,106691,204097,27.2254,2410
161,2010,2,RAM NARAYAN MANDAL,BJP,,26637,106691,204097,24.9665,-2410
161,2010,3,AJIT KUMAR SINGH,IND,,17902,106691,204097,16.7793,-11145
161,2010,4,SIMPAL DEVI,IND,,8610,106691,204097,8.0700,-20437
161,2010,5,PRATIBHA PRAKASH,IND,,6762,106691,204097,6.3379,-22285
161,2010,6,MANOJ SINGH,BSP,,5169,106691,204097,4.8448,-23878
161,2010,7,NILUFAR NAHID,INC,,2827,106691,204097,2.6497,-26220
161,2010,8,NARESH PRIYADARSHI,IND,,2806,106691,204097,2.6300,-26241
161,2010,9,SITA RAM PASWAN,IND,,1631,106691,204097,1.5287,-27416
161,2010,10,GHANSHYAM MANDAL,JMM,,1520,106691,204097,1.4247,-27527
161,2010,11,SATISH CHANDRA SINHA,IND,,921,106691,204097,0.8632,-28126
161,2010,12,MAHESH RAUT,JVM,,882,106691,204097,0.8267,-28165
161,2010,13,UMAKANT YADAV,CPI(ML)(L),,815,106691,204097,0.7639,-28232
161,2010,14,ZAFRUL HODA,SP,,620,106691,204097,0.5811,-28427
161,2010,15,JAI PRAKASH CHOUDHARY,JD(S),,542,106691,204097,0.5080,-28505
162,2010,1,SONELAL HEMBRAM,BJP,,32332,85187,186153,37.9541,8763
162,2010,2,SUKLAL BESARA,RJD,,23569,85187,186153,27.6674,-8763
162,2010,3,SURENDRA LAL HEMBRAM,IND,,10823,85187,186153,12.7050,-21509
162,2010,4,BABURAM BASKI,CPI,,6216,85187,186153,7.2969,-26116
162,2010,5,ROSEMERI KISKU,INC,,4517,85187,186153,5.3025,-27815
162,2010,6,PUSHPLATA MURMU,NCP,,3270,85187,186153,3.8386,-29062
162,2010,7,MANGAL HEMBRAM,JMM,,2471,85187,186153,2.9007,-29861
162,2010,8,MANGLANAND KISKU,BSP,,1989,85187,186153,2.3349,-30343
163,2010,1,GIRIDHARI YADAV,JD(U),,33776,120345,247681,28.0660,7616
163,2010,2,RAMDEO YADAV,RJD,,26160,120345,247681,21.7375,-7616
163,2010,3,SURENDRA PRASAD GUPTA,JMM,,11155,120345,247681,9.2692,-22621
163,2010,4,MANOJ YADAV,IND,,10051,120345,247681,8.3518,-23725
163,2010,5,MAHIPLAL PANDIT,INC,,9125,120345,247681,7.5824,-24651
163,2010,6,BECHU YADAV,JVM,,8925,120345,247681,7.4162,-24851
163,2010,7,BILAKSHAN RAVIDAS,NCP,,6690,120345,247681,5.5590,-27086
163,2010,8,RAJKISHORE PRASAD ALIAS PAPPU YADAV,IND,,3922,120345,247681,3.2590,-29854
163,2010,9,MRITYUNJAY PANDIT,BSP,,2938,120345,247681,2.4413,-30838
163,2010,10,MRIGENDRA KUMAR SINGH,IND,,2568,120345,247681,2.1339,-31208
163,2010,11,UMESH YADAV,IND,,1583,120345,247681,1.3154,-32193
163,2010,12,ATAL BIHARI,CPI(ML)(L),,1458,120345,247681,1.2115,-32318
163,2010,13,TUNTUN DAS,SHS,,1089,120345,247681,0.9049,-32687
163,2010,14,SHRIDHAR YADAV,SP,,905,120345,247681,0.7520,-32871
164,2010,1,NEETA CHOUDHARY,JD(U),,44582,119133,251596,37.4220,13878
164,2010,2,SHAKUNI CHOUDHARY,RJD,,30704,119133,251596,25.7729,-13878
164,2010,3,SANJAY KUMAR,INC,,18282,119133,251596,15.3459,-26300
164,2010,4,RAMAN KUMAR,JMM,,9167,119133,251596,7.6948,-35415
164,2010,5,SUMITRA DEVI,JPS,,4089,119133,251596,3.4323,-40493
164,2010,6,RAM PRASAD SAH,IND,,3019,119133,251596,2.5341,-41563
164,2010,7,OM PRAKASH SAHNI,NCP,,1776,119133,251596,1.4908,-42806
164,2010,8,SHRAVAN KUMAR SINGH,IJP,,1612,119133,251596,1.3531,-42970
164,2010,9,ASHOK KUMAR SINGH,IND,,1415,119133,251596,1.1877,-43167
164,2010,10,NARAYAN YADAV,SUCI,,1340,119133,251596,1.1248,-43242
164,2010,11,DEO PRAKASH SINGH,LTSD,,1145,119133,251596,0.9611,-43437
164,2010,12,SANJAY KUMAR SINGH,BSP,,969,119133,251596,0.8134,-43613
164,2010,13,MANOJ KUMAR MADHUKAR,SP,,521,119133,251596,0.4373,-44061
164,2010,14,DEVANAND SINGH,SHS,,512,119133,251596,0.4298,-44070
165,2010,1,ANANT KUMAR SATYARTHY,JD(U),,55086,129649,268850,42.4886,17613
165,2010,2,SHABNAM PERWIN,RJD,,37473,129649,268850,28.9034,-17613
165,2010,3,VIRENDRA BHARTI,JMM,,11408,129649,268850,8.7991,-43678
165,2010,4,PRITAM SINGH,INC,,7626,129649,268850,5.8820,-47460
165,2010,5,RAM BILASH NISHAD,JPS,,3641,129649,268850,2.8084,-51445
165,2010,6,MUKESH KUMAR SINGH,IND,,2306,129649,268850,1.7786,-52780
165,2010,7,DASHRATH DAS,IND,,2270,129649,268850,1.7509,-52816
165,2010,8,DEVAN YADAV,IND,,1409,129649,268850,1.0868,-53677
165,2010,9,SUNIL SOLANKI (SAHA),BVM,,1269,129649,268850,0.9788,-53817
165,2010,10,RAJEEV RANJAN KUMAR,BSP,,1233,129649,268850,0.9510,-53853
165,2010,11,KAILASH SINGH NISHAD,CPI(ML)(L),,1140,129649,268850,0.8793,-53946
165,2010,12,CHHAVI KUMAR,SAP,,933,129649,268850,0.7196,-54153
165,2010,13,NACHIKETA,IND,,771,129649,268850,0.5947,-54315
165,2010,14,SUNIL KUMAR,IND,,747,129649,268850,0.5762,-54339
165,2010,15,UCHIT KUMAR,IND,,550,129649,268850,0.4242,-54536
165,2010,16,RAMDEO SINGH YADAV,SJP(R),,529,129649,268850,0.4080,-54557
165,2010,17,RAKESH KUMAR,NCP,,375,129649,268850,0.2892,-54711
165,2010,18,TRIDEO SINGH,IJP,,335,129649,268850,0.2584,-54751
165,2010,19,MANOJ KUMAR YADAV,IJK,,310,129649,268850,0.2391,-54776
165,2010,20,ZAFAR AHMAD,SP,,238,129649,268850,0.1836,-54848
166,2010,1,SHAILESH KUMAR,JD(U),,48337,114747,255815,42.1248,21142
166,2010,2,SADHANA DEVI,LJP,,27195,114747,255815,23.7000,-21142
166,2010,3,DHANRAJ SINGH,INC,,11954,114747,255815,10.4177,-36383
166,2010,4,PRANAV KUMAR,JMM,,9267,114747,255815,8.0760,-39070
166,2010,5,INDRADEO DAS,IND,,2416,114747,255815,2.1055,-45921
166,2010,6,MANOJ KUMAR,NCP,,2175,114747,255815,1.8955,-46162
166,2010,7,VED PRAKASH,IND,,2066,114747,255815,1.8005,-46271
166,2010,8,AKASHADEEP,BSP,,1712,114747,255815,1.4920,-46625
166,2010,9,JAY KUMAR VERMA,JPS,,1644,114747,255815,1.4327,-46693
166,2010,10,NAWIN KUMAR,IND,,1482,114747,255815,1.2915,-46855
166,2010,11,RAJESH KUMAR,IND,,1208,114747,255815,1.0528,-47129
166,2010,12,YOGENDRA PRASAD SAH,IJK,,1029,114747,255815,0.8968,-47308
166,2010,13,MANOJ PASWAN,IND,,973,114747,255815,0.8480,-47364
166,2010,14,PRAMOD KUMAR,SUCI,,910,114747,255815,0.7930,-47427
166,2010,15,SANJIV SINGH,IND,,874,114747,255815,0.7617,-47463
166,2010,16,AJIT SINGH,IND,,842,114747,255815,0.7338,-47495
166,2010,17,PAPPU YADAV,SP,,663,114747,255815,0.5778,-47674
167,2010,1,PREM RANJAN PATEL,BJP,,49511,128484,272196,38.5348,2928
167,2010,2,PRAHLAD YADAV,RJD,,46583,128484,272196,36.2559,-2928
167,2010,3,SITARAM SINGH,IND,,5690,128484,272196,4.4286,-43821
167,2010,4,MANOJ KUMAR,IND,,5274,128484,272196,4.1048,-44237
167,2010,5,SUNIL KUMAR,INC,,5078,128484,272196,3.9522,-44433
167,2010,6,SIREESH KUMAR SHANDILYA,IND,,2646,128484,272196,2.0594,-46865
167,2010,7,SUJIT KUMAR,NCP,,2212,128484,272196,1.7216,-47299
167,2010,8,PANKAJ KUMAR SINGH,IND,,2067,128484,272196,1.6088,-47444
167,2010,9,SHYAM KISHORE SINGH,BVM,,1943,128484,272196,1.5123,-47568
167,2010,10,JITENDRA KUMAR,JMM,,1930,128484,272196,1.5021,-47581
167,2010,11,MANOJ KUMAR,BSP,,1423,128484,272196,1.1075,-48088
167,2010,12,JANARDAN SINGH,IND,,1400,128484,272196,1.0896,-48111
167,2010,13,RAM NARESH PANDAY,IND,,1152,128484,272196,0.8966,-48359
167,2010,14,CHANDRA DEO YADAV,CPI(ML)(L),,1054,128484,272196,0.8203,-48457
167,2010,15,ARUN KUMAR PASWAN,IND,,521,128484,272196,0.4055,-48990
168,2010,1,VIJAY KUMAR SINHA,BJP,,78457,145308,295034,53.9936,59620
168,2010,2,FULAINA SINGH,RJD,,18837,145308,295034,12.9635,-59620
168,2010,3,AJAY KUMAR SINGH,IND,,16635,145308,295034,11.4481,-61822
168,2010,4,RAM SHANKAR SHARMA,INC,,12255,145308,295034,8.4338,-66202
168,2010,5,VIJAY SINGH,IND,,3033,145308,295034,2.0873,-75424
168,2010,6,KISHORI PRASAD MAHTO,NCP,,2320,145308,295034,1.5966,-76137
168,2010,7,RAM GOPAL DROLIYO,BIP,,2006,145308,295034,1.3805,-76451
168,2010,8,RAVI VILOCHAN VERMA,CPM,,1948,145308,295034,1.3406,-76509
168,2010,9,KAUSHAL KISHORE SHARMA,IND,,1909,145308,295034,1.3138,-76548
168,2010,10,VIJAY YADAV,JMM,,1905,145308,295034,1.3110,-76552
168,2010,11,AKASH KUMAR,IND,,1604,145308,295034,1.1039,-76853
168,2010,12,RAMANUJ PRASAD SINGH,SP,,1324,145308,295034,0.9112,-77133
168,2010,13,RAJENDRA MAHTO,IND,,1163,145308,295034,0.8004,-77294
168,2010,14,RANBIR KUMAR,BSP,,1136,145308,295034,0.7818,-77321
168,2010,15,KUNDAN KUMAR,IND,,776,145308,295034,0.5340,-77681
169,2010,1,RANDHIR KUMAR SONI,JD(U),,31507,103186,201298,30.5342,7342
169,2010,2,SUNILA DEVI,INC,,24165,103186,201298,23.4189,-7342
169,2010,3,LALAN KUMAR,RJD,,18473,103186,201298,17.9026,-13034
169,2010,4,JITENDRA NATH,CPI,,8714,103186,201298,8.4449,-22793
169,2010,5,HARI DEO PRASAD,IND,,6662,103186,201298,6.4563,-24845
169,2010,6,RINKU DEVI,IND,,3009,103186,201298,2.9161,-28498
169,2010,7,HASIBUR RAHMAN,BSP,,2631,103186,201298,2.5498,-28876
169,2010,8,CHANDRA BHUSHAN PRASAD SINGH,IND,,2498,103186,201298,2.4209,-29009
169,2010,9,DINESH PRASAD,JD(S),,2315,103186,201298,2.2435,-29192
169,2010,10,MANOJ RAM,IND,,1155,103186,201298,1.1193,-30352
169,2010,11,MD.SHIBLI KHAN,NCP,,1075,103186,201298,1.0418,-30432
169,2010,12,KAMLESH KUMAR MANAV,CPI(ML)(L),,982,103186,201298,0.9517,-30525
170,2010,1,GAJANAND SHAHI,JD(U),,24136,92414,185487,26.1173,3047
170,2010,2,ASHOK CHOUDHARY,INC,,21089,92414,185487,22.8201,-3047
170,2010,3,SUDARSHAN KUMAR,LJP,,20149,92414,185487,21.8030,-3987
170,2010,4,TRISHULDHARI SINGH,IND,,15318,92414,185487,16.5754,-8818
170,2010,5,SHEO KUMAR,IND,,4203,92414,185487,4.5480,-19933
170,2010,6,TRIBHUWAN KUMAR,IND,,1827,92414,185487,1.9770,-22309
170,2010,7,MRITUNJAY KUMAR,IND,,1596,92414,185487,1.7270,-22540
170,2010,8,VIJAY KR. CHAND,IND,,1325,92414,185487,1.4338,-22811
170,2010,9,SANJAY KUMAR,BSP,,1080,92414,185487,1.1687,-23056
170,2010,10,AMARNATH SINGH,IND,,893,92414,185487,0.9663,-23243
170,2010,11,RAJESH KUMAR,SP,,798,92414,185487,0.8635,-23338
171,2010,1,JITENDRA KUMAR,JD(U),,54176,106979,232889,50.6417,19570
171,2010,2,KAPILDEV PRASAD SINGH,LJP,,34606,106979,232889,32.3484,-19570
171,2010,3,JUGESHWAR MANJHI,IND,,4286,106979,232889,4.0064,-49890
171,2010,4,SATISH KUMAR,INC,,4276,106979,232889,3.9970,-49900
171,2010,5,ANIL KUMAR,IND,,2111,106979,232889,1.9733,-52065
171,2010,6,JAYMANTI DEVI,IND,,1983,106979,232889,1.8536,-52193
171,2010,7,SANJAY KUMAR,BSP,,979,106979,232889,0.9151,-53197
171,2010,8,GANESH RAM,IND,,959,106979,232889,0.8964,-53217
171,2010,9,AJAY KUMAR,MUL,,885,106979,232889,0.8273,-53291
171,2010,10,DIPAK KUMAR,NCP,,865,106979,232889,0.8086,-53311
171,2010,11,MURARI KUMAR,JD(S),,522,106979,232889,0.4879,-53654
171,2010,12,ASHOK KUMAR SINGH,IND,,519,106979,232889,0.4851,-53657
171,2010,13,MADHAV KISHORE PRASAD,SMBHP,,492,106979,232889,0.4599,-53684
171,2010,14,HARI KANT PRASAD,IJK,,320,106979,232889,0.2991,-53856
172,2010,1,DR. SUNIL KUMAR,JD(U),,77880,150190,313086,51.8543,23712
172,2010,2,AAFRIN SULTANA,RJD,,54168,150190,313086,36.0663,-23712
172,2010,3,SANJAY KUMAR PATEL,IND,,3810,150190,313086,2.5368,-74070
172,2010,4,ANIL KUMAR AKELA,BSP,,3708,150190,313086,2.4689,-74172
172,2010,5,RAKESH KUMAR,IND,,2498,150190,313086,1.6632,-75382
172,2010,6,SANJAY KUMAR,IND,,1947,150190,313086,1.2964,-75933
172,2010,7,HAIDAR ALAM,INC,,1821,150190,313086,1.2125,-76059
172,2010,8,MD. SHAMIM UDDIN,NCP,,1196,150190,313086,0.7963,-76684
172,2010,9,MASUDAN SHARMA,CPI(ML)(L),,804,150190,313086,0.5353,-77076
172,2010,10,RAM KRISHNA PARAMHANS,IND,,755,150190,313086,0.5027,-77125
172,2010,11,PRAMOD KUMAR,IND,,714,150190,313086,0.4754,-77166
172,2010,12,PARDUMAN KUMAR,IND,,314,150190,313086,0.2091,-77566
172,2010,13,ARVIND KUMAR,SP,,299,150190,313086,0.1991,-77581
172,2010,14,NAND KISHOR SHAW,IND,,276,150190,313086,0.1838,-77604
173,2010,1,SATYADEO NARAIN ARYA,BJP,,50648,101803,228900,49.7510,26951
173,2010,2,DHANANJAY KUMAR,LJP,,23697,101803,228900,23.2773,-26951
173,2010,3,MONI DEVI,INC,,6599,101803,228900,6.4821,-44049
173,2010,4,BECHAN PASWAN,CPI,,4713,101803,228900,4.6295,-45935
173,2010,5,HIRA LAL CHOUDHARI,BIP,,2945,101803,228900,2.8928,-47703
173,2010,6,RAMTIRTH PASWAN,IND,,2895,101803,228900,2.8437,-47753
173,2010,7,JAYANANDAN KUMAR PASWAN,BSP,,2136,101803,228900,2.0982,-48512
173,2010,8,MUKESH PASWAN,IND,,1744,101803,228900,1.7131,-48904
173,2010,9,PINKI DEVI,IND,,1675,101803,228900,1.6453,-48973
173,2010,10,KISMAT RAM,JMBP,,1131,101803,228900,1.1110,-49517
173,2010,11,ARUN KUMAR CHAUDHRY,IND,,991,101803,228900,0.9734,-49657
173,2010,12,YOGENDRA PASWAN,LM,,784,101803,228900,0.7701,-49864
173,2010,13,BALESHWAR PASWAN,SP,,750,101803,228900,0.7367,-49898
173,2010,14,JAY RAM MANGHI,JPS,,624,101803,228900,0.6129,-50024
173,2010,15,JAY RAM PASWAN,JD(S),,471,101803,228900,0.4627,-50177
174,2010,1,RAJIB RANJAN,JD(U),,56332,114408,237595,49.2378,23808
174,2010,2,VIRENDRA GOP,RJD,,32524,114408,237595,28.4281,-23808
174,2010,3,RAKESH KUMAR ROUSAN,CPI,,8369,114408,237595,7.3150,-47963
174,2010,4,ALIVENDRA KUMAR,BSP,,6021,114408,237595,5.2627,-50311
174,2010,5,VIVEK SINHA,INC,,4581,114408,237595,4.0041,-51751
174,2010,6,RANJEET KUMAR,IND,,2326,114408,237595,2.0331,-54006
174,2010,7,MUNNA AHMAD,SP,,1249,114408,237595,1.0917,-55083
174,2010,8,OM PRAKASH SINGH,JD(S),,1244,114408,237595,1.0873,-55088
174,2010,9,PRAKASH CHANDRA,IND,,1056,114408,237595,0.9230,-55276
174,2010,10,HEMAUN KESAR URF LADUN,NCP,,706,114408,237595,0.6171,-55626
175,2010,1,USHA SINHA,JD(U),,54974,126043,240525,43.6153,13202
175,2010,2,RINA DEVI,LJP,,41772,126043,240525,33.1411,-13202
175,2010,3,ARUN KUMAR,INC,,5472,126043,240525,4.3414,-49502
175,2010,4,SHASHI YADAV,CPI(ML)(L),,4550,126043,240525,3.6099,-50424
175,2010,5,DULAR CHAND PRASAD,IND,,4521,126043,240525,3.5869,-50453
175,2010,6,RANJIT KUMAR,BSP,,3760,126043,240525,2.9831,-51214
175,2010,7,SUBHASH KUMAR,IND,,2480,126043,240525,1.9676,-52494
175,2010,8,VIJAY NARAYAN SINGH,IND,,2244,126043,240525,1.7803,-52730
175,2010,9,KAUSHAL KUMAR KAUSHALENDRA SINHA,IND,,1397,126043,240525,1.1084,-53577
175,2010,10,RAMCHARITRA PRASAD SINGH,IND,,1239,126043,240525,0.9830,-53735
175,2010,11,SAVITRI DEVI,NCP,,1187,126043,240525,0.9417,-53787
175,2010,12,AJAY KUMAR,IND,,589,126043,240525,0.4673,-54385
175,2010,13,MAHESH KUMAR,JD(S),,492,126043,240525,0.3903,-54482
175,2010,14,RAJKUMAR KEWAT,JPS,,479,126043,240525,0.3800,-54495
175,2010,15,ARUN PRASAD,LD,,454,126043,240525,0.3602,-54520
175,2010,16,RAJKAPOOR RAI,SP,,433,126043,240525,0.3435,-54541
176,2010,1,SHRAWON KUMAR,JD(U),,58067,120904,237359,48.0274,21037
176,2010,2,ARUN KUMAR,RJD,,37030,120904,237359,30.6276,-21037
176,2010,3,JAGDISH PASAD,IND,,7433,120904,237359,6.1479,-50634
176,2010,4,DILEEP SINGH,INC,,3443,120904,237359,2.8477,-54624
176,2010,5,SANJAY PASWAN,IND,,3357,120904,237359,2.7766,-54710
176,2010,6,BINOD KUMAR,IND,,1688,120904,237359,1.3961,-56379
176,2010,7,NARENDRA KUMAR,BSP,,1505,120904,237359,1.2448,-56562
176,2010,8,RAJENDRA PRASAD,IND,,1438,120904,237359,1.1894,-56629
176,2010,9,BALA LAKHANDER KUMAR,IND,,1292,120904,237359,1.0686,-56775
176,2010,10,JAGLAL PRASAD,IND,,1230,120904,237359,1.0173,-56837
176,2010,11,VINOD UGANWEE,IJK,,1191,120904,237359,0.9851,-56876
176,2010,12,VIDYA VINOD PATHAK,IND,,1022,120904,237359,0.8453,-57045
176,2010,13,LALIT KUMAR,IND,,979,120904,237359,0.8097,-57088
176,2010,14,JAIRAM SINGH,IND,,647,120904,237359,0.5351,-57420
176,2010,15,SHIVA KUMAR PRASAD,NCP,,582,120904,237359,0.4814,-57485
177,2010,1,HARINARAYAN SINGH,JD(U),,56827,120103,242011,47.3152,15042
177,2010,2,ARUN KUMAR,LJP,,41785,120103,242011,34.7910,-15042
177,2010,3,ANIL SINGH,IND,,4542,120103,242011,3.7818,-52285
177,2010,4,SANTOSH KUMAR,IND,,3668,120103,242011,3.0540,-53159
177,2010,5,BASUNDHARA KUMARI,INC,,2797,120103,242011,2.3288,-54030
177,2010,6,ARJUN PRASAD,BSP,,2169,120103,242011,1.8059,-54658
177,2010,7,OM PRAKASH PRASAD,JPS,,1489,120103,242011,1.2398,-55338
177,2010,8,RAM PRAVESH PRASAD,IND,,1417,120103,242011,1.1798,-55410
177,2010,9,CHANDRA UDAY KUMAR,IND,,1406,120103,242011,1.1707,-55421
177,2010,10,SUNAINA DEVI,JD(S),,1381,120103,242011,1.1498,-55446
177,2010,11,DHARMENDRA KUMAR,IND,,1183,120103,242011,0.9850,-55644
177,2010,12,AMAR KANT PASWAN,IND,,1000,120103,242011,0.8326,-55827
177,2010,13,MAHESHWAR DAS,IJP,,439,120103,242011,0.3655,-56388
178,2010,1,ANANT KUMAR SINGH,JD(U),,51564,116975,214152,44.0812,8954
178,2010,2,SONAM DEVI,LJP,,42610,116975,214152,36.4266,-8954
178,2010,3,MITHILESH YADAV,IND,,4511,116975,214152,3.8564,-47053
178,2010,4,SHYAM SUNDER SINGH,INC,,4258,116975,214152,3.6401,-47306
178,2010,5,RAM DAYAL MAHTO,JPS,,4177,116975,214152,3.5708,-47387
178,2010,6,SRI SANJAY SINGH,IND,,4009,116975,214152,3.4272,-47555
178,2010,7,PRADEEP KUMAR,BSP,,2646,116975,214152,2.2620,-48918
178,2010,8,GOPAL PRASAD PASWAN,IND,,1769,116975,214152,1.5123,-49795
178,2010,9,BIJENDRA KUMAR,IND,,1431,116975,214152,1.2233,-50133
179,2010,1,GYANENDRA KUMAR SINGH,JD(U),,53129,113011,216282,47.0122,19395
179,2010,2,VIJAY KRISHNA,RJD,,33734,113011,216282,29.8502,-19395
179,2010,3,JITENDRA PRASAD SINGH,IND,,10114,113011,216282,8.9496,-43015
179,2010,4,SUSHIL KUMAR,IND,,2989,113011,216282,2.6449,-50140
179,2010,5,BIJOY KUMAR SINGH,INC,,2570,113011,216282,2.2741,-50559
179,2010,6,BINAY KUMAR BHAGAT,IND,,1539,113011,216282,1.3618,-51590
179,2010,7,SUNIL KUMAR AMBEDKAR,BSP,,1525,113011,216282,1.3494,-51604
179,2010,8,PUSHPA DEVI,IND,,1517,113011,216282,1.3423,-51612
179,2010,9,ANVESH KUMAR CHAUDHARY,IND,,1468,113011,216282,1.2990,-51661
179,2010,10,BABALU SINGH,IND,,1164,113011,216282,1.0300,-51965
179,2010,11,BHIM PRASAD,JMBP,,1146,113011,216282,1.0141,-51983
179,2010,12,RANA RANVIR SINGH,NCP,,781,113011,216282,0.6911,-52348
179,2010,13,DULARCHAND YADAV,JD(S),,598,113011,216282,0.5292,-52531
179,2010,14,VIJAY KUMAR SINGH,SHS,,418,113011,216282,0.3699,-52711
179,2010,15,AJAY SINGH,IND,,319,113011,216282,0.2823,-52810
180,2010,1,ANIRUDDH KUMAR,RJD,,52782,113274,202753,46.5967,14745
180,2010,2,VINODE YADAV,BJP,,38037,113274,202753,33.5796,-14745
180,2010,3,SUBODH KUMAR,BSP,,7834,113274,202753,6.9160,-44948
180,2010,4,SHASHI YADAV,IND,,3384,113274,202753,2.9874,-49398
180,2010,5,BRIJ NANDAN SINGH,CPI,,3250,113274,202753,2.8691,-49532
180,2010,6,SUJEET KUMAR,IND,,2692,113274,202753,2.3765,-50090
180,2010,7,RAMAYAN PRASAD,INC,,2652,113274,202753,2.3412,-50130
180,2010,8,RAM JATAN CHOUDHARY,BJKD,,1354,113274,202753,1.1953,-51428
180,2010,9,PUSHPA DEVI,JMM,,1289,113274,202753,1.1379,-51493
181,2010,1,PUNAM DEVI,JD(U),,81247,130974,341913,62.0329,60462
181,2010,2,SATYA NAND SHARMA,LJP,,20785,130974,341913,15.8696,-60462
181,2010,3,RAJESH KUMAR SINHA,INC,,9215,130974,341913,7.0357,-72032
181,2010,4,HARENDRA PRASAD SINGH,IND,,6909,130974,341913,5.2751,-74338
181,2010,5,MD. DANISH KHAN,JD(S),,2742,130974,341913,2.0935,-78505
181,2010,6,RANJAN KUMAR,IND,,1919,130974,341913,1.4652,-79328
181,2010,7,BRAHMA NAND SINGH ALIAS KAKKU SINGH,JHD,,1653,130974,341913,1.2621,-79594
181,2010,8,SANJAY KUMAR,NCP,,1127,130974,341913,0.8605,-80120
181,2010,9,RAJIB RANJAN SINHA,IND,,1101,130974,341913,0.8406,-80146
181,2010,10,MURTAJA ALI,CPI(ML)(L),,1025,130974,341913,0.7826,-80222
181,2010,11,AKHILESHWAR KUMAR,BSP,,979,130974,341913,0.7475,-80268
181,2010,12,MAYA SHRIVASTAVA,LSSP,,865,130974,341913,0.6604,-80382
181,2010,13,ABHITAB NIRANJAN,IND,,581,130974,341913,0.4436,-80666
181,2010,14,ANIL KUMAR,IND,,492,130974,341913,0.3756,-80755
181,2010,15,SHUBH NARAYAN SINGH YADAV,SP,,334,130974,341913,0.2550,-80913
182,2010,1,NITIN NABIN,BJP,,78771,109309,295765,72.0627,60840
182,2010,2,BINOD KUMAR SRIVASTAVA,RJD,,17931,109309,295765,16.4040,-60840
182,2010,3,DURGA PRASAD,INC,,6018,109309,295765,5.5055,-72753
182,2010,4,JAKIR HUSSAIN,NCP,,1259,109309,295765,1.1518,-77512
182,2010,5,SUNITA PREETAM,IND,,940,109309,295765,0.8599,-77831
182,2010,6,VIJAY KUMAR,CPI(ML)(L),,847,109309,295765,0.7749,-77924
182,2010,7,SHIV SHANKAR KUMAR BULLY,IND,,534,109309,295765,0.4885,-78237
182,2010,8,LEELA SINGH,BSP,,495,109309,295765,0.4528,-78276
182,2010,9,BINOY KUMAR SINHA,ANC,,485,109309,295765,0.4437,-78286
